CITY,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Mar-01,Mar-02,Mar-03,LAT,LON
"Newark, NJ",540.0,2334.0,4733.0,27347.0,16323.0,7720.0,3609.0,2677.0,2244.0,1652.0,1516.0,1731.0,1512.0,3705.0,5787.0,6884.0,13064.0,13149.0,9334.0,5755.0,4520.0,2496.0,2627.0,1959.0,2418.0,5891.0,5647.0,4770.0,7564.0,6974.0,6722.0,6088.0,3255.0,2492.0,2610.0,1806.0,1874.0,3071.0,3296.0,4572.0,4980.0,5596.0,6856.0,7250.0,4264.0,3418.0,3316.0,2376.0,2967.0,2768.0,3763.0,6604.0,6707.0,15166.0,13138.0,5583.0,3697.0,3521.0,2251.0,2583.0,2242.0,2847.0,5237.0,5317.0,5994.0,7915.0,11474.0,6583.0,7633.0,10607.0,9140.0,8341.0,5322.0,8904.0,18016.0,10399.0,9035.0,5605.0,4630.0,3960.0,4174.0,2750.0,2337.0,2653.0,2088.0,2935.0,3507.0,4840.0,9166.0,8586.0,7581.0,5508.0,5014.0,3109.0,3204.0,2153.0,2046.0,3174.0,4263.0,5347.0,7472.0,5616.0,4666.0,6553.0,6893.0,4722.0,4334.0,3013.0,4476.0,5969.0,5992.0,16940.0,45455.0,17775.0,14867.0,6798.0,4736.0,4863.0,3055.0,3589.0,7166.0,4824.0,4238.0,6008.0,6393.0,8402.0,7880.0,5088.0,4023.0,4410.0,3164.0,3676.0,2597.0,3586.0,7485.0,10923.0,16321.0,9376.0,1762.0,40.735657,-74.1723667
"Albuquerque, NM",,3249.0,18369.0,42525.0,21239.0,14427.0,8118.0,6410.0,6990.0,4786.0,4294.0,5170.0,4330.0,6740.0,7875.0,8524.0,13783.0,17047.0,15737.0,10870.0,9263.0,5532.0,5726.0,3821.0,4237.0,10825.0,11947.0,18439.0,25376.0,11232.0,10408.0,9595.0,5981.0,5020.0,5805.0,4464.0,5028.0,7359.0,8681.0,12570.0,10167.0,11686.0,14412.0,13156.0,6646.0,5202.0,5685.0,4244.0,5954.0,6060.0,8404.0,12296.0,16042.0,27388.0,20074.0,9025.0,6473.0,6746.0,4485.0,5273.0,4653.0,5500.0,10247.0,10398.0,10721.0,14303.0,17734.0,11394.0,15862.0,6714.0,5644.0,8230.0,20202.0,39777.0,24337.0,11706.0,12561.0,10865.0,9324.0,6918.0,7006.0,4856.0,4182.0,5089.0,5440.0,9280.0,10026.0,10741.0,16801.0,20111.0,12808.0,8095.0,7436.0,4830.0,5011.0,3676.0,4932.0,9139.0,8279.0,8543.0,13235.0,10809.0,12544.0,15677.0,7515.0,5594.0,5335.0,4201.0,9758.0,9674.0,12533.0,26202.0,40273.0,24497.0,17012.0,9510.0,7902.0,6612.0,5167.0,5872.0,8364.0,7073.0,8837.0,17993.0,26254.0,16532.0,16310.0,12357.0,12483.0,13574.0,9545.0,10737.0,8111.0,11009.0,12475.0,24900.0,31326.0,17627.0,3400.0,35.0841034,-106.6509851
"Las Vegas, NV",843.0,3361.0,10696.0,51395.0,13859.0,8646.0,4522.0,3338.0,3622.0,2562.0,2551.0,2925.0,2247.0,5298.0,5983.0,6444.0,12313.0,11431.0,9364.0,5948.0,4956.0,2657.0,3055.0,2572.0,3357.0,7195.0,9572.0,18311.0,13432.0,6617.0,7893.0,7488.0,3947.0,3661.0,3397.0,2141.0,2728.0,6026.0,7486.0,14328.0,8502.0,7982.0,6933.0,5704.0,2802.0,2863.0,3375.0,3032.0,4379.0,4335.0,5506.0,9582.0,15672.0,16925.0,9721.0,4542.0,3260.0,3278.0,2114.0,2925.0,3330.0,4990.0,7985.0,6093.0,6238.0,8228.0,7919.0,7665.0,10960.0,5769.0,4784.0,5311.0,11148.0,16755.0,19347.0,9177.0,9843.0,7056.0,5807.0,5076.0,5041.0,3402.0,2695.0,2676.0,2570.0,5604.0,5735.0,7300.0,15526.0,12575.0,6652.0,4440.0,4326.0,2725.0,2605.0,1941.0,3458.0,6139.0,7386.0,14262.0,16166.0,9385.0,9998.0,10163.0,7611.0,5392.0,4138.0,2868.0,6047.0,6584.0,9354.0,22014.0,41662.0,19920.0,12202.0,6804.0,5539.0,5280.0,3811.0,4561.0,8506.0,6420.0,8485.0,20295.0,20043.0,11595.0,10064.0,8353.0,8228.0,8127.0,4143.0,4696.0,4997.0,7669.0,9799.0,18482.0,23837.0,13658.0,2364.0,36.1662859,-115.149225
"Reno, NV",,,,,,,,,,,,,,2001.0,4307.0,5627.0,10119.0,8818.0,9186.0,8184.0,8079.0,4726.0,4771.0,3207.0,3098.0,4854.0,6904.0,11061.0,21159.0,10025.0,9252.0,9771.0,5767.0,4543.0,4581.0,3244.0,3409.0,5588.0,6637.0,10854.0,8961.0,15755.0,12721.0,9544.0,5582.0,4474.0,4644.0,3286.0,3864.0,3856.0,5382.0,7767.0,7758.0,33597.0,26697.0,9005.0,5705.0,5318.0,3560.0,4038.0,3277.0,3713.0,6561.0,6450.0,7367.0,9037.0,12487.0,8574.0,13103.0,8486.0,6789.0,8162.0,16188.0,27231.0,19795.0,10677.0,10952.0,7952.0,8326.0,6820.0,7095.0,4898.0,4247.0,4427.0,3365.0,4688.0,5828.0,7398.0,12197.0,13138.0,12529.0,8319.0,6857.0,4062.0,4105.0,2814.0,2656.0,4672.0,5971.0,6654.0,12638.0,10723.0,12440.0,12206.0,6992.0,5471.0,5750.0,3772.0,5146.0,7138.0,8915.0,16280.0,36161.0,29744.0,22136.0,8815.0,6319.0,6016.0,4195.0,4230.0,6340.0,7637.0,8900.0,28752.0,21483.0,13717.0,11305.0,7466.0,9271.0,11017.0,7487.0,7704.0,5859.0,6460.0,11359.0,11605.0,22197.0,17975.0,4046.0,39.529270000000004,-119.8136744
"Albany, NY",505.0,2296.0,6638.0,58220.0,18570.0,8926.0,4325.0,3464.0,3440.0,2223.0,2028.0,2269.0,1767.0,5183.0,6783.0,10381.0,22260.0,16527.0,8684.0,5794.0,4287.0,2342.0,2489.0,1744.0,2042.0,6019.0,6368.0,7350.0,10596.0,8525.0,9142.0,8590.0,4436.0,3604.0,3969.0,2544.0,2495.0,4235.0,5306.0,10182.0,9182.0,8151.0,8817.0,11454.0,6515.0,5064.0,5188.0,3301.0,3519.0,3314.0,4902.0,7316.0,7284.0,22473.0,25951.0,9975.0,6162.0,5215.0,3123.0,3218.0,2416.0,2900.0,7713.0,7880.0,8111.0,10144.0,14078.0,9456.0,12217.0,9969.0,7769.0,7346.0,7168.0,31484.0,43882.0,13868.0,11022.0,7242.0,6545.0,5747.0,5616.0,3675.0,3118.0,3344.0,2590.0,4770.0,6523.0,8287.0,13046.0,10988.0,9597.0,6898.0,5628.0,3274.0,3134.0,2056.0,2022.0,4370.0,5924.0,6105.0,9300.0,7262.0,6198.0,7458.0,7129.0,5019.0,4466.0,2701.0,3136.0,6087.0,7722.0,34088.0,45994.0,15963.0,13356.0,7234.0,5016.0,4495.0,2891.0,2760.0,3484.0,4436.0,5527.0,11227.0,21431.0,11787.0,10635.0,8399.0,7464.0,7463.0,4794.0,4975.0,3684.0,3741.0,7463.0,17040.0,27358.0,23231.0,4476.0,42.6511674,-73.754968
"Buffalo, NY",,1105.0,4477.0,29447.0,16223.0,7416.0,3490.0,3091.0,3390.0,2619.0,2366.0,2643.0,2091.0,5156.0,7962.0,8489.0,14064.0,15478.0,9004.0,5433.0,4256.0,2752.0,3160.0,2264.0,2112.0,4300.0,5420.0,5758.0,8228.0,6519.0,8017.0,8789.0,4108.0,2831.0,2793.0,1932.0,1998.0,3890.0,4742.0,7823.0,6702.0,6365.0,7620.0,7486.0,4034.0,2896.0,2862.0,2098.0,2941.0,3721.0,4592.0,6368.0,5910.0,13814.0,17507.0,6877.0,3956.0,3410.0,2182.0,2401.0,2024.0,3704.0,7384.0,5796.0,6300.0,8736.0,12257.0,7161.0,8689.0,5684.0,5869.0,5142.0,6503.0,33342.0,27815.0,7993.0,8716.0,6526.0,5315.0,4062.0,4043.0,2584.0,2237.0,2497.0,2298.0,6217.0,5632.0,6234.0,10209.0,10304.0,8694.0,6029.0,4766.0,2708.0,2785.0,1884.0,1866.0,3987.0,4195.0,5323.0,10294.0,6314.0,5580.0,6316.0,5014.0,3668.0,3545.0,2244.0,3396.0,6687.0,6801.0,26597.0,41428.0,13995.0,14261.0,7694.0,4187.0,3493.0,2599.0,2830.0,4391.0,5124.0,5007.0,11543.0,11800.0,10259.0,8479.0,6227.0,5177.0,4977.0,2944.0,3056.0,2984.0,4925.0,6647.0,25926.0,17294.0,10490.0,1982.0,42.8864468,-78.8783689
"New York, NY",579.0,2989.0,8976.0,24298.0,7250.0,4721.0,3151.0,2855.0,2343.0,1815.0,1393.0,2393.0,2711.0,7175.0,5923.0,9579.0,13034.0,10392.0,6631.0,3391.0,3141.0,1958.0,2276.0,2257.0,3532.0,7498.0,5946.0,6534.0,9138.0,7895.0,6359.0,4582.0,2994.0,2147.0,2628.0,2025.0,3028.0,5081.0,4931.0,8152.0,6335.0,8445.0,6805.0,5044.0,2818.0,2151.0,2590.0,1992.0,3612.0,4093.0,4670.0,8525.0,10434.0,17953.0,11836.0,3999.0,2946.0,2826.0,2162.0,3348.0,3791.0,5139.0,7817.0,6527.0,8015.0,11468.0,8202.0,4809.0,12300.0,7907.0,3753.0,5301.0,8994.0,14189.0,17068.0,7776.0,7958.0,5375.0,4115.0,3172.0,3514.0,2483.0,2670.0,3874.0,4281.0,7216.0,6448.0,10294.0,13851.0,13143.0,6506.0,3640.0,3596.0,2200.0,2435.0,2189.0,4115.0,8155.0,7305.0,9021.0,11831.0,7785.0,7230.0,7946.0,5815.0,3954.0,3919.0,3550.0,7815.0,8054.0,8659.0,34148.0,40712.0,15768.0,12850.0,5750.0,4116.0,3875.0,2808.0,2800.0,5161.0,4433.0,4620.0,11542.0,12925.0,8420.0,10617.0,7157.0,4400.0,4158.0,2807.0,3858.0,4611.0,5453.0,6871.0,12328.0,16863.0,11223.0,2150.0,40.730599100000006,-73.9865812
"Rochester, NY",406.0,2119.0,7473.0,42179.0,11881.0,5409.0,3682.0,3394.0,3368.0,2210.0,2231.0,2802.0,2133.0,4969.0,5559.0,9546.0,20544.0,16994.0,8689.0,5425.0,3385.0,1900.0,2216.0,1455.0,2014.0,5170.0,4969.0,4983.0,7393.0,6954.0,6463.0,7645.0,3250.0,2312.0,2133.0,1506.0,1856.0,4300.0,5064.0,8120.0,7067.0,7226.0,6160.0,6028.0,3070.0,2496.0,2648.0,1873.0,2560.0,3546.0,4968.0,7357.0,7894.0,20255.0,22528.0,6355.0,3354.0,2928.0,1855.0,2034.0,2017.0,4001.0,7211.0,6957.0,6645.0,9046.0,10940.0,6989.0,9532.0,8250.0,6877.0,4802.0,10196.0,25598.0,32984.0,8472.0,9211.0,6336.0,4792.0,4196.0,3900.0,2510.0,2230.0,2490.0,2674.0,6522.0,5739.0,6930.0,12424.0,15960.0,10306.0,6165.0,4583.0,2695.0,2864.0,2040.0,2022.0,4325.0,5117.0,5875.0,9734.0,7470.0,5623.0,6161.0,5743.0,4386.0,4372.0,2956.0,4270.0,7635.0,8405.0,29947.0,40642.0,12955.0,13856.0,7382.0,4426.0,3781.0,2451.0,2517.0,5174.0,4779.0,6085.0,10931.0,16319.0,11147.0,8272.0,5566.0,4780.0,4958.0,3281.0,3763.0,3459.0,5808.0,7873.0,30376.0,20649.0,11457.0,2073.0,43.185475399999994,-77.6106860008176
"Cleveland, OH",466.0,2703.0,6172.0,35553.0,10470.0,5282.0,3077.0,2883.0,3197.0,2133.0,1916.0,2373.0,2020.0,5108.0,6134.0,5580.0,8200.0,13629.0,12533.0,5656.0,4390.0,2377.0,2527.0,2318.0,3163.0,6992.0,7137.0,5342.0,8118.0,6514.0,7623.0,6448.0,3327.0,2930.0,3112.0,2292.0,2611.0,5304.0,4989.0,8131.0,6244.0,6384.0,6899.0,7459.0,3929.0,2885.0,2985.0,2106.0,3002.0,3474.0,4019.0,7498.0,10113.0,11046.0,11042.0,5972.0,4231.0,3831.0,2397.0,2688.0,2502.0,3352.0,6782.0,5679.0,6027.0,8219.0,9517.0,5244.0,7641.0,3936.0,3082.0,3913.0,7220.0,31759.0,16819.0,7763.0,7532.0,6453.0,5561.0,4108.0,3962.0,2763.0,2654.0,3063.0,2890.0,5539.0,5762.0,6527.0,8809.0,12412.0,8517.0,5313.0,4732.0,2948.0,2969.0,2169.0,3182.0,7183.0,6237.0,7329.0,12042.0,7568.0,7176.0,7535.0,5035.0,3872.0,3599.0,2532.0,5851.0,7315.0,7296.0,27415.0,31865.0,13696.0,13088.0,6289.0,4117.0,3718.0,2473.0,1935.0,3698.0,4070.0,4633.0,13042.0,10483.0,6188.0,5737.0,3913.0,3617.0,6242.0,4241.0,4469.0,5435.0,5016.0,8578.0,23037.0,9724.0,6850.0,1651.0,41.5051613,-81.6934446
"Columbus, OH",437.0,1864.0,6446.0,34670.0,9466.0,5061.0,3971.0,2869.0,2895.0,2117.0,2009.0,2278.0,1806.0,4822.0,5339.0,7032.0,8216.0,11666.0,11271.0,5055.0,3367.0,2319.0,2582.0,2197.0,2823.0,7041.0,5980.0,4859.0,8048.0,8360.0,7895.0,5587.0,3759.0,2656.0,2546.0,2010.0,2693.0,6090.0,5807.0,8625.0,6572.0,6557.0,7524.0,5768.0,3263.0,2888.0,2940.0,1994.0,3282.0,3803.0,4726.0,7754.0,10405.0,17145.0,10629.0,4598.0,3023.0,3086.0,2189.0,2823.0,2659.0,4539.0,7756.0,6917.0,6752.0,11469.0,11360.0,5769.0,7958.0,3653.0,3110.0,4444.0,12903.0,31458.0,17639.0,7383.0,7830.0,5681.0,4876.0,3656.0,3912.0,2778.0,2187.0,3146.0,3366.0,6161.0,6559.0,7540.0,15625.0,10593.0,6354.0,4164.0,4225.0,2669.0,2553.0,2073.0,4174.0,8172.0,6685.0,9318.0,12572.0,9205.0,7472.0,8898.0,5871.0,4123.0,3503.0,3509.0,9283.0,9643.0,13601.0,34589.0,31428.0,14460.0,12837.0,5872.0,3872.0,3478.0,2567.0,2268.0,4065.0,3319.0,5542.0,13658.0,12952.0,7585.0,6683.0,4289.0,3485.0,4156.0,2434.0,3080.0,4125.0,4918.0,8883.0,27106.0,12884.0,9039.0,2702.0,39.9622601,-83.00070649999999
"Dayton, OH",,,1820.0,33084.0,15548.0,8451.0,4153.0,3234.0,3154.0,2179.0,1975.0,2245.0,1783.0,2960.0,4716.0,6566.0,7869.0,12078.0,12213.0,7202.0,5230.0,2825.0,2744.0,1900.0,1805.0,4539.0,5317.0,6267.0,9851.0,6963.0,8748.0,6885.0,3550.0,3017.0,3268.0,2336.0,2305.0,4552.0,5118.0,7688.0,6683.0,7594.0,7489.0,6882.0,3497.0,2754.0,2800.0,1976.0,2634.0,3053.0,4938.0,6498.0,10143.0,19763.0,12289.0,5668.0,4107.0,3775.0,2401.0,2636.0,2110.0,2836.0,6165.0,6689.0,6764.0,8211.0,13149.0,6732.0,9158.0,5634.0,4046.0,4355.0,7277.0,33993.0,24792.0,8169.0,7908.0,6374.0,5778.0,4552.0,4604.0,3227.0,2814.0,3129.0,2645.0,4576.0,4822.0,5768.0,12171.0,12996.0,8820.0,6119.0,5733.0,3649.0,3801.0,2619.0,2543.0,4266.0,4898.0,5581.0,9621.0,7273.0,7162.0,8003.0,5169.0,4280.0,4366.0,2900.0,3513.0,3884.0,6000.0,24179.0,31041.0,17805.0,14179.0,6650.0,4374.0,4412.0,3048.0,2391.0,3102.0,3484.0,3441.0,7926.0,12827.0,8627.0,6557.0,4119.0,4100.0,4505.0,3430.0,3999.0,2891.0,3710.0,6652.0,28312.0,19170.0,10228.0,2332.0,39.758947799999994,-84.1916069
"Oklahoma City, OK",924.0,4031.0,31188.0,46164.0,19744.0,13538.0,7893.0,6454.0,6464.0,4571.0,3977.0,4249.0,3315.0,9496.0,13076.0,12665.0,18067.0,27744.0,18908.0,9506.0,8144.0,5166.0,5484.0,4278.0,5441.0,12387.0,11649.0,15437.0,22872.0,21505.0,11357.0,8957.0,5149.0,4352.0,4837.0,3803.0,4370.0,7876.0,10531.0,16543.0,13231.0,29378.0,14743.0,9552.0,5977.0,5816.0,6842.0,5320.0,7884.0,9500.0,13200.0,16380.0,20553.0,53233.0,26309.0,8175.0,6346.0,6165.0,4120.0,4791.0,4848.0,7766.0,14886.0,11569.0,11869.0,16403.0,22152.0,10488.0,16976.0,7630.0,6133.0,10986.0,39410.0,53566.0,24137.0,12454.0,14126.0,11052.0,10586.0,7500.0,7980.0,5508.0,4941.0,6046.0,5595.0,11416.0,11828.0,16924.0,44504.0,24107.0,12281.0,7823.0,7372.0,4831.0,4792.0,3474.0,5082.0,10183.0,10962.0,13437.0,17417.0,24658.0,25492.0,13008.0,8831.0,7060.0,7112.0,5578.0,12937.0,16432.0,18783.0,46212.0,72465.0,33755.0,21478.0,11322.0,9167.0,9281.0,5813.0,5438.0,12396.0,12413.0,14010.0,37705.0,36612.0,19002.0,15050.0,8054.0,6661.0,6941.0,5644.0,7710.0,7329.0,11211.0,12125.0,38330.0,40219.0,29420.0,5824.0,35.4729886,-97.5170536
"Tulsa, OK",1034.0,4315.0,26873.0,56465.0,20999.0,13527.0,8531.0,6976.0,7541.0,5056.0,4421.0,5528.0,4527.0,8635.0,13273.0,12282.0,18050.0,26598.0,18175.0,11007.0,9492.0,5629.0,5991.0,4215.0,4462.0,8970.0,10761.0,10786.0,30692.0,25122.0,13542.0,10198.0,6208.0,4915.0,5041.0,3383.0,3790.0,7636.0,10745.0,15081.0,14294.0,30544.0,19886.0,11416.0,6267.0,5666.0,6418.0,5232.0,8571.0,8362.0,12555.0,14995.0,18958.0,54684.0,28481.0,9419.0,6391.0,6084.0,3999.0,4438.0,4015.0,5511.0,12662.0,10808.0,10683.0,13716.0,21860.0,10171.0,12956.0,8031.0,6092.0,8113.0,26880.0,46528.0,26608.0,12477.0,14840.0,11326.0,11602.0,9298.0,8451.0,5352.0,4853.0,5579.0,4789.0,9850.0,10363.0,13181.0,35171.0,23277.0,14405.0,9171.0,8064.0,5269.0,5388.0,3636.0,3728.0,10492.0,10807.0,13096.0,17635.0,18816.0,27293.0,14051.0,7794.0,6745.0,6954.0,4813.0,7593.0,11200.0,13784.0,47745.0,79929.0,32224.0,23471.0,11593.0,8062.0,7681.0,5313.0,4500.0,5757.0,8285.0,9834.0,31058.0,33238.0,20033.0,13709.0,7961.0,7835.0,9076.0,6112.0,7433.0,5827.0,6600.0,12322.0,29953.0,40455.0,30610.0,5420.0,36.1556805,-95.9929113
"Beaverton, OR",,,,13680.0,18921.0,11007.0,4905.0,3833.0,4085.0,2687.0,2464.0,2787.0,2020.0,3236.0,6285.0,8757.0,13247.0,13313.0,13672.0,8753.0,7081.0,4338.0,4390.0,2962.0,2630.0,6839.0,6747.0,8698.0,15390.0,7853.0,9197.0,9298.0,4550.0,3349.0,3577.0,2774.0,2956.0,5163.0,5185.0,10893.0,12323.0,16001.0,9255.0,7496.0,4500.0,3315.0,3216.0,2220.0,3094.0,4033.0,5222.0,7069.0,8789.0,17553.0,18028.0,7066.0,5326.0,4664.0,2726.0,2964.0,2591.0,3568.0,6877.0,6348.0,6256.0,11487.0,18931.0,8704.0,14974.0,7415.0,5046.0,5489.0,7232.0,37127.0,32552.0,11537.0,10623.0,8319.0,7836.0,6441.0,6358.0,4086.0,3434.0,3708.0,2970.0,4970.0,5832.0,6563.0,8726.0,8241.0,10925.0,7436.0,6834.0,4305.0,4058.0,2536.0,2275.0,4011.0,5435.0,6217.0,10194.0,7837.0,8709.0,12479.0,7117.0,5327.0,4919.0,3007.0,3849.0,6605.0,8720.0,13410.0,41328.0,30616.0,17695.0,9088.0,6305.0,5939.0,3915.0,3185.0,3751.0,3771.0,4344.0,8870.0,26381.0,11339.0,7710.0,4580.0,4267.0,5531.0,3785.0,3857.0,3095.0,4272.0,9984.0,10448.0,27524.0,16932.0,3414.0,45.4871723,-122.8037804
"Eugene, OR",,,,,,,,,,,,,,1820.0,4336.0,5735.0,10037.0,15348.0,12950.0,7958.0,6369.0,4229.0,4441.0,3128.0,2955.0,5527.0,6919.0,6745.0,10406.0,8261.0,9890.0,11178.0,6424.0,5012.0,4816.0,3169.0,2633.0,3341.0,4404.0,9096.0,11514.0,13902.0,9049.0,7067.0,4210.0,3990.0,4511.0,2990.0,3409.0,2722.0,3933.0,7935.0,9373.0,13222.0,16804.0,8093.0,5437.0,4879.0,3130.0,3333.0,2368.0,3100.0,6992.0,6444.0,6592.0,13636.0,16851.0,9579.0,16216.0,6540.0,4872.0,6201.0,8328.0,48217.0,30709.0,9412.0,9817.0,8115.0,9571.0,7276.0,6921.0,4634.0,3807.0,3922.0,2862.0,5348.0,6815.0,6258.0,10759.0,11689.0,9242.0,6715.0,6668.0,4187.0,4275.0,2658.0,2277.0,3602.0,5022.0,5035.0,9557.0,9389.0,8773.0,10233.0,6348.0,4731.0,4371.0,2661.0,3275.0,6001.0,8667.0,11676.0,52726.0,28871.0,16484.0,6619.0,4766.0,4617.0,3029.0,2134.0,3113.0,5393.0,5614.0,16447.0,23870.0,9706.0,7157.0,4384.0,4349.0,5311.0,3822.0,4139.0,3005.0,3591.0,6830.0,8801.0,23141.0,14460.0,3036.0,44.0505054,-123.09505060000001
"Portland, OR",444.0,2463.0,10084.0,32284.0,7798.0,4522.0,2815.0,2647.0,2320.0,2010.0,1843.0,2477.0,1919.0,7135.0,5570.0,8384.0,14313.0,16676.0,8233.0,4674.0,3540.0,2107.0,2829.0,1916.0,3446.0,9883.0,6419.0,8871.0,11073.0,7327.0,7359.0,6050.0,3580.0,2582.0,2270.0,1616.0,2020.0,4846.0,4981.0,10843.0,9918.0,13752.0,6114.0,4651.0,2758.0,2255.0,2244.0,1802.0,2896.0,4579.0,5316.0,8381.0,9403.0,18545.0,12529.0,6282.0,3936.0,3371.0,1903.0,2428.0,3241.0,4385.0,7836.0,5319.0,6518.0,15398.0,13665.0,7441.0,10200.0,4937.0,3619.0,5610.0,12567.0,37277.0,22038.0,7421.0,8995.0,7179.0,6153.0,4417.0,5029.0,3288.0,2608.0,2863.0,3382.0,7763.0,6600.0,6842.0,10714.0,12691.0,10040.0,5327.0,4840.0,3383.0,2956.0,1864.0,3448.0,8452.0,6533.0,7034.0,10544.0,8503.0,9754.0,11326.0,5696.0,4380.0,3179.0,2605.0,6508.0,7909.0,8601.0,16461.0,43557.0,22152.0,12568.0,6100.0,4662.0,4544.0,2611.0,2662.0,4821.0,4977.0,5230.0,19364.0,21109.0,8280.0,6325.0,4248.0,3942.0,3687.0,2912.0,3435.0,4788.0,6290.0,8065.0,14205.0,22824.0,10778.0,1965.0,45.5202471,-122.6741949
"Philadelphia, PA",1204.0,5189.0,9840.0,26113.0,10879.0,8177.0,5295.0,4724.0,4677.0,3928.0,3614.0,4361.0,4432.0,8967.0,8702.0,9276.0,16913.0,18079.0,10231.0,6074.0,5399.0,4330.0,5144.0,4589.0,5981.0,11018.0,9166.0,9300.0,12943.0,11085.0,11396.0,9162.0,5715.0,4793.0,5437.0,3769.0,4639.0,8214.0,8274.0,12173.0,9654.0,11330.0,10276.0,9275.0,5116.0,4495.0,4963.0,4613.0,7953.0,6974.0,8482.0,11713.0,12021.0,21244.0,15493.0,6937.0,4992.0,5436.0,4087.0,4884.0,5413.0,7553.0,11418.0,9561.0,10053.0,14144.0,12477.0,7898.0,10500.0,9707.0,6862.0,8316.0,13791.0,25353.0,22374.0,9755.0,11499.0,7991.0,7070.0,6099.0,7017.0,4222.0,3840.0,5075.0,6098.0,9847.0,8156.0,9762.0,17045.0,13562.0,8426.0,6159.0,6020.0,4071.0,4733.0,3609.0,6711.0,11626.0,11223.0,13582.0,17764.0,12005.0,10239.0,12494.0,8791.0,6368.0,6797.0,6289.0,12664.0,11881.0,12332.0,27425.0,38419.0,21078.0,18396.0,9240.0,6689.0,6878.0,5254.0,4367.0,7077.0,6044.0,6943.0,11293.0,13535.0,10348.0,10969.0,8468.0,6094.0,6185.0,4917.0,5615.0,6194.0,8150.0,8845.0,16412.0,17429.0,11813.0,2226.0,39.952335,-75.16378900000001
"Pittsburgh, PA",1122.0,5326.0,13613.0,34176.0,12793.0,8040.0,5927.0,5362.0,5490.0,3528.0,3246.0,4414.0,4464.0,9180.0,8766.0,11152.0,16637.0,14751.0,12590.0,6808.0,5843.0,4726.0,4978.0,4114.0,6024.0,10546.0,9269.0,8671.0,12981.0,12510.0,11167.0,9167.0,5611.0,4324.0,4905.0,4365.0,5472.0,8473.0,8731.0,13150.0,10029.0,9271.0,8613.0,8981.0,5377.0,4500.0,5605.0,4453.0,7181.0,6820.0,7739.0,11128.0,14219.0,21033.0,18069.0,7407.0,5918.0,6080.0,3760.0,4461.0,5537.0,7335.0,11853.0,10429.0,11506.0,15486.0,14440.0,8349.0,12397.0,7572.0,6276.0,9614.0,16095.0,27332.0,21145.0,10127.0,11895.0,9746.0,8686.0,7420.0,7029.0,5020.0,4954.0,5969.0,5974.0,10493.0,8535.0,9865.0,16243.0,18106.0,10994.0,7843.0,6959.0,4853.0,5206.0,4074.0,5618.0,11177.0,8419.0,11131.0,14420.0,9240.0,8208.0,9279.0,6584.0,5590.0,5794.0,4669.0,8852.0,8965.0,10014.0,26678.0,32575.0,17729.0,18213.0,8626.0,6134.0,6789.0,4796.0,3528.0,6854.0,7712.0,7054.0,17318.0,17371.0,10286.0,10050.0,6627.0,4955.0,6325.0,5087.0,5396.0,5904.0,8481.0,10948.0,23597.0,18362.0,10771.0,2339.0,40.4416941,-79.99008609999998
